0,18,36
36,17.86695622935863,33.90057440403091
0,18,36
36,17.86695622935863,33.90057440403091
0,18,36
36,17.86695622935863,33.90057440403091
18,17.92873760586927,33.94830556333375
0,18,36
18,17.92873760586927,33.94830556333375
36,17.86695622935863,33.90057440403091
18,17.92873760586927,33.94830556333375
18,17.92873760586927,33.94830556333375
36,17.86695622935863,33.90057440403091
27,17.89678411436524,33.92382477607999
18,17.92873760586927,33.94830556333375
27,17.89678411436524,33.92382477607999
36,17.86695622935863,33.90057440403091
27,17.89678411436524,33.92382477607999
18,17.92873760586927,33.94830556333375
27,17.89678411436524,33.92382477607999
22.5,17.91248120701645,33.93590534308886
18,17.92873760586927,33.94830556333375
22.5,17.91248120701645,33.93590534308886
27,17.89678411436524,33.92382477607999
22.5,17.91248120701645,33.93590534308886
22.5,17.91248120701645,33.93590534308886
27,17.89678411436524,33.92382477607999
24.75,17.90456456710756,33.92982588044346
22.5,17.91248120701645,33.93590534308886
24.75,17.90456456710756,33.92982588044346
27,17.89678411436524,33.92382477607999
24.75,17.90456456710756,33.92982588044346
24.75,17.90456456710756,33.92982588044346
27,17.89678411436524,33.92382477607999
25.875,17.90065753792484,33.92681562846641
24.75,17.90456456710756,33.92982588044346
25.875,17.90065753792484,33.92681562846641
27,17.89678411436524,33.92382477607999
25.875,17.90065753792484,33.92681562846641
25.875,17.90065753792484,33.92681562846641
27,17.89678411436524,33.92382477607999
26.4375,17.89871665259925,33.92531778906399
25.875,17.90065753792484,33.92681562846641
26.4375,17.89871665259925,33.92531778906399
27,17.89678411436524,33.92382477607999
26.4375,17.89871665259925,33.92531778906399
25.875,17.90065753792484,33.92681562846641
26.4375,17.89871665259925,33.92531778906399
26.15625,17.89968604849927,33.92606610400137
25.875,17.90065753792484,33.92681562846641
26.15625,17.89968604849927,33.92606610400137
26.4375,17.89871665259925,33.92531778906399
26.15625,17.89968604849927,33.92606610400137
25.875,17.90065753792484,33.92681562846641
26.15625,17.89968604849927,33.92606610400137
26.015625,17.90017153109773,33.92644071485972
25.875,17.90065753792484,33.92681562846641
26.015625,17.90017153109773,33.92644071485972
26.15625,17.89968604849927,33.92606610400137
26.015625,17.90017153109773,33.92644071485972
25.875,17.90065753792484,33.92681562846641
26.015625,17.90017153109773,33.92644071485972
25.9453125,17.90041446892965,33.9266281337966
25.875,17.90065753792484,33.92681562846641
25.9453125,17.90041446892965,33.9266281337966
26.015625,17.90017153109773,33.92644071485972
25.9453125,17.90041446892965,33.9266281337966
25.875,17.90065753792484,33.92681562846641
25.9453125,17.90041446892965,33.9266281337966
25.91015625,17.9005359870252,33.92672187166202
25.875,17.90065753792484,33.92681562846641
25.91015625,17.9005359870252,33.92672187166202
25.9453125,17.90041446892965,33.9266281337966
25.91015625,17.9005359870252,33.92672187166202
25.91015625,17.9005359870252,33.92672187166202
25.9453125,17.90041446892965,33.9266281337966
25.927734375,17.90047522387774,33.92667500036229
25.91015625,17.9005359870252,33.92672187166202
25.927734375,17.90047522387774,33.92667500036229
25.9453125,17.90041446892965,33.9266281337966
25.927734375,17.90047522387774,33.92667500036229
25.91015625,17.9005359870252,33.92672187166202
25.927734375,17.90047522387774,33.92667500036229
25.9189453125,17.90050560442645,33.92669843542036
25.91015625,17.9005359870252,33.92672187166202
25.9189453125,17.90050560442645,33.92669843542036
25.927734375,17.90047522387774,33.92667500036229
25.9189453125,17.90050560442645,33.92669843542036
25.91015625,17.9005359870252,33.92672187166202
25.9189453125,17.90050560442645,33.92669843542036
25.91455078125,17.90052079546955,33.92671015339323
25.91015625,17.9005359870252,33.92672187166202
25.91455078125,17.90052079546955,33.92671015339323
25.9189453125,17.90050560442645,33.92669843542036
25.91455078125,17.90052079546955,33.92671015339323
25.91015625,17.9005359870252,33.92672187166202
25.91455078125,17.90052079546955,33.92671015339323
25.912353515625,17.90052839118331,33.92671601249064
25.91015625,17.9005359870252,33.92672187166202
25.912353515625,17.90052839118331,33.92671601249064
25.91455078125,17.90052079546955,33.92671015339323
25.912353515625,17.90052839118331,33.92671601249064
25.912353515625,17.90052839118331,33.92671601249064
25.91455078125,17.90052079546955,33.92671015339323
25.9134521484375,17.90052459331041,33.92671308293269
25.912353515625,17.90052839118331,33.92671601249064
25.9134521484375,17.90052459331041,33.92671308293269
25.91455078125,17.90052079546955,33.92671015339323
25.9134521484375,17.90052459331041,33.92671308293269
25.9134521484375,17.90052459331041,33.92671308293269
25.91455078125,17.90052079546955,33.92671015339323
25.91400146484375,17.90052269438598,33.92671161816065
25.9134521484375,17.90052459331041,33.92671308293269
25.91400146484375,17.90052269438598,33.92671161816065
25.91455078125,17.90052079546955,33.92671015339323
25.91400146484375,17.90052269438598,33.92671161816065
25.9134521484375,17.90052459331041,33.92671308293269
25.91400146484375,17.90052269438598,33.92671161816065
25.91372680664062,17.9005236438472,33.92671235054609
25.9134521484375,17.90052459331041,33.92671308293269
25.91372680664062,17.9005236438472,33.92671235054609
25.91400146484375,17.90052269438598,33.92671161816065
25.91372680664062,17.9005236438472,33.92671235054609
25.9134521484375,17.90052459331041,33.92671308293269
25.91372680664062,17.9005236438472,33.92671235054609
25.91358947753906,17.90052411857856,33.92671271673924
25.9134521484375,17.90052459331041,33.92671308293269
25.91358947753906,17.90052411857856,33.92671271673924
25.91372680664062,17.9005236438472,33.92671235054609
25.91358947753906,17.90052411857856,33.92671271673924
25.91358947753906,17.90052411857856,33.92671271673924
25.91372680664062,17.9005236438472,33.92671235054609
25.91365814208984,17.90052388121281,33.92671253364263
25.91358947753906,17.90052411857856,33.92671271673924
25.91365814208984,17.90052388121281,33.92671253364263
25.91372680664062,17.9005236438472,33.92671235054609
25.91365814208984,17.90052388121281,33.92671253364263
25.91358947753906,17.90052411857856,33.92671271673924
25.91365814208984,17.90052388121281,33.92671253364263
25.91362380981445,17.90052399989567,33.92671262519092
25.91358947753906,17.90052411857856,33.92671271673924
25.91362380981445,17.90052399989567,33.92671262519092
25.91365814208984,17.90052388121281,33.92671253364263
25.91362380981445,17.90052399989567,33.92671262519092
25.91358947753906,17.90052411857856,33.92671271673924
25.91362380981445,17.90052399989567,33.92671262519092
25.91360664367676,17.90052405923711,33.92671267096508
25.91358947753906,17.90052411857856,33.92671271673924
25.91360664367676,17.90052405923711,33.92671267096508
25.91362380981445,17.90052399989567,33.92671262519092
25.91360664367676,17.90052405923711,33.92671267096508
25.91360664367676,17.90052405923711,33.92671267096508
25.91362380981445,17.90052399989567,33.92671262519092
25.91361522674561,17.90052402956639,33.926712648078
25.91360664367676,17.90052405923711,33.92671267096508
25.91361522674561,17.90052402956639,33.926712648078
25.91362380981445,17.90052399989567,33.92671262519092
25.91361522674561,17.90052402956639,33.926712648078
25.91361522674561,17.90052402956639,33.926712648078
25.91362380981445,17.90052399989567,33.92671262519092
25.91361951828003,17.90052401473103,33.92671263663446
25.91361522674561,17.90052402956639,33.926712648078
25.91361951828003,17.90052401473103,33.92671263663446
25.91362380981445,17.90052399989567,33.92671262519092
25.91361951828003,17.90052401473103,33.92671263663446
25.91361522674561,17.90052402956639,33.926712648078
25.91361951828003,17.90052401473103,33.92671263663446
25.91361737251282,17.90052402214871,33.92671264235624
25.91361522674561,17.90052402956639,33.926712648078
25.91361737251282,17.90052402214871,33.92671264235624
25.91361951828003,17.90052401473103,33.92671263663446
25.91361737251282,17.90052402214871,33.92671264235624
25.91361737251282,17.90052402214871,33.92671264235624
25.91361951828003,17.90052401473103,33.92671263663446
25.91361844539642,17.90052401843987,33.92671263949535
25.91361737251282,17.90052402214871,33.92671264235624
25.91361844539642,17.90052401843987,33.92671263949535
25.91361951828003,17.90052401473103,33.92671263663446
25.91361844539642,17.90052401843987,33.92671263949535
25.91361737251282,17.90052402214871,33.92671264235624
25.91361844539642,17.90052401843987,33.92671263949535
25.91361790895462,17.90052402029429,33.92671264092579
25.91361737251282,17.90052402214871,33.92671264235624
25.91361790895462,17.90052402029429,33.92671264092579
25.91361844539642,17.90052401843987,33.92671263949535
25.91361790895462,17.90052402029429,33.92671264092579
0,18,36
36,8.004339733574955,9.917054736929536
0,18,36
36,8.004339733574955,9.917054736929536
0,18,36
36,8.004339733574955,9.917054736929536
18,8.226170097697844,11.59739967905815
0,18,36
18,8.226170097697844,11.59739967905815
36,8.004339733574955,9.917054736929536
18,8.226170097697844,11.59739967905815
0,18,36
18,8.226170097697844,11.59739967905815
9,8.512236231707782,13.08635358869332
0,18,36
9,8.512236231707782,13.08635358869332
18,8.226170097697844,11.59739967905815
9,8.512236231707782,13.08635358869332
9,8.512236231707782,13.08635358869332
18,8.226170097697844,11.59739967905815
13.5,8.336931066909825,12.29814658505511
9,8.512236231707782,13.08635358869332
13.5,8.336931066909825,12.29814658505511
18,8.226170097697844,11.59739967905815
13.5,8.336931066909825,12.29814658505511
9,8.512236231707782,13.08635358869332
13.5,8.336931066909825,12.29814658505511
11.25,8.410714694210155,12.68245160192415
9,8.512236231707782,13.08635358869332
11.25,8.410714694210155,12.68245160192415
13.5,8.336931066909825,12.29814658505511
11.25,8.410714694210155,12.68245160192415
9,8.512236231707782,13.08635358869332
11.25,8.410714694210155,12.68245160192415
10.125,8.454095540158884,12.87406215959842
9,8.512236231707782,13.08635358869332
10.125,8.454095540158884,12.87406215959842
11.25,8.410714694210155,12.68245160192415
10.125,8.454095540158884,12.87406215959842
10.125,8.454095540158884,12.87406215959842
11.25,8.410714694210155,12.68245160192415
10.6875,8.431787359511354,12.77592579962202
10.125,8.454095540158884,12.87406215959842
10.6875,8.431787359511354,12.77592579962202
11.25,8.410714694210155,12.68245160192415
10.6875,8.431787359511354,12.77592579962202
10.125,8.454095540158884,12.87406215959842
10.6875,8.431787359511354,12.77592579962202
10.40625,8.442780317298565,12.82438967791306
10.125,8.454095540158884,12.87406215959842
10.40625,8.442780317298565,12.82438967791306
10.6875,8.431787359511354,12.77592579962202
10.40625,8.442780317298565,12.82438967791306
10.40625,8.442780317298565,12.82438967791306
10.6875,8.431787359511354,12.77592579962202
10.546875,8.437244421909272,12.80000943712865
10.40625,8.442780317298565,12.82438967791306
10.546875,8.437244421909272,12.80000943712865
10.6875,8.431787359511354,12.77592579962202
10.546875,8.437244421909272,12.80000943712865
10.546875,8.437244421909272,12.80000943712865
10.6875,8.431787359511354,12.77592579962202
10.6171875,8.43450614220691,12.78793088228453
10.546875,8.437244421909272,12.80000943712865
10.6171875,8.43450614220691,12.78793088228453
10.6875,8.431787359511354,12.77592579962202
10.6171875,8.43450614220691,12.78793088228453
10.546875,8.437244421909272,12.80000943712865
10.6171875,8.43450614220691,12.78793088228453
10.58203125,8.435872831847812,12.79396093359301
10.546875,8.437244421909272,12.80000943712865
10.58203125,8.435872831847812,12.79396093359301
10.6171875,8.43450614220691,12.78793088228453
10.58203125,8.435872831847812,12.79396093359301
10.58203125,8.435872831847812,12.79396093359301
10.6171875,8.43450614220691,12.78793088228453
10.599609375,8.435188876117655,12.79094360669181
10.58203125,8.435872831847812,12.79396093359301
10.599609375,8.435188876117655,12.79094360669181
10.6171875,8.43450614220691,12.78793088228453
10.599609375,8.435188876117655,12.79094360669181
10.599609375,8.435188876117655,12.79094360669181
10.6171875,8.43450614220691,12.78793088228453
10.6083984375,8.434847356639573,12.78943666983485
10.599609375,8.435188876117655,12.79094360669181
10.6083984375,8.434847356639573,12.78943666983485
